id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_UCDP_id;side_a_gender;side_a_age;side_b;side_b_identity;side_b_UCDP_id;side_b_gender;side_b_age;additional actor;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;longitude;latitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;fatalities_comment;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment;
MIT00030101_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;others (tear gas);civilians;Serb;n/a;unknown;unknown;KFOR soldiers, U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore/Zëri: 04.03.2000;unknown;2000-03-01;2000-03-04;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;4;unknown;4;unknown;unknown;unclear whether Serbs also sustained injuries;
MIT00030701_00;Mitrovica;Kosovo;347;clash;n/a;gunfire, explosives (grenade) ;civilians;Albanian;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Dow Jones International News, ""17 French Peacekeepers, 24 Civilians Wounded in Kosovo,"" 7 March 2000; UN Report S/2000/318; Associated Press Writer, ""Shots, grenade blass wound dozen on Serb side of divided city,"" 7 March 2000";UN Report;2000-03-07;2000-03-07;1;unknown;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;40;4;20;16;0;16 French peacekeepers were wounded;
MIT00030801_00;Mitrovica;Kosovo;347;attack;n/a;unknown;paramilitaries;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 11.03.2000;unknown;2000-03-08;2000-03-11;0;unknown;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;3;0;3;0;0;victims: Zoran Anjelkovic and his bodyguards (number unknown, but at least 3);
MIT00031101_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians, politician;Serb;n/a;1 man;unknown;civilians, politician;Serb;n/a;1 man;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances suggest intra-group conflict, but the situation is slightly unclear. Source is potentially biased. Thus, the event is coded as CR3.;Koha Ditore: 12:03.2000;Council for the Defence of Human Rights and Freedoms in Mitrovica;2000-03-11;2000-03-11;1;07:00 p.m.;neighborhood Polet, North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;3;0;3;0;0;;
MIT00031401_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;unknown;civilians;Serb;n/a;unknown;unknown;journalists;German;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/perpetrators) could suggest a conflict-related event, but the situation is unclear. Thus, the event is coded at CR3.;Zëri: 17.03.2000;unknown;2000-03-14;2000-03-17;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT00031501_00;Mitrovica;Kosovo;347;clash;n/a;blunt instrument (stones), explosives (grenade), others (explosives);civilians;Serb;n/a;unknown;unknown;KFOR soldiers;French;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"UN Report S/2000/318; Associated Press Writer, ""Serbs react angrily to decision to expel Serb guards from bridge,"" 15 March 2000; Christian Science Monitor, ""World,"" 16 March 2000";Serb sources and witnesses, UN Report;2000-03-15;2000-03-15;1;morning (dawn);end of Main Bridge, North Mitrovica;Main Bridge, Mitrovica;20,866504;42,8915565;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;20;15;4;1;0;at least 1 injured journalist;
MIT00032101_00;Mitrovica;Kosovo;347;clash;n/a;blunt instrument (stones);civilians;Serb;n/a;unknown;unknown;KFOR soldiers;Moroccan;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (reactions to the search of the house) suggest a conflict-related event/clearly visible post-conflict tensions, but situation is unclear. Thus, the event is coded CR3. ;"M2 Presswire, ""KFOR press update delivered bz Lieutenant Commander Philip Anido KFOR spokesman,"" 22 March 2000";Lieutenant Commander Philip Anido;2000-03-21;2000-03-21;1;morning;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00040701_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore: 10.04.2000;unknown;2000-04-07;2000-04-10;0;unknown;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;6;0;6;0;0;;
MIT00041001_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Rilindja: 11.04.2000;unknown;2000-04-10;2000-04-10;1;unknown;Confidence Zone, Mitrovica;;20,866941;42,891071;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00041601_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;2 men;32, 33;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Serb leader threatens to sever ties with Kosovo Force,"" 17 April 2000";Oliver Ivanovic, one of the Serbian leaders from northern Kosovo ;2000-04-16;2000-04-16;1;unknown;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;2;0;2;0;0;2 victims: Dragan (33) and Zoran Petronijevic (32);
MIT00042701_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 30.04.2000;unknown;2000-04-27;2000-04-30;0;unknown;courthouse, North Mitrovica;;20,863013;42,8978422;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00042801_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Zëri: 01.05.2000;KFOR daily report;2000-04-28;2000-05-01;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00042901_00;Mitrovica;Kosovo;347;clash;n/a;others (tear gas), explosives (shock bombs);civilians;Serb;n/a;unknown;unknown;KFOR troops;unknown;n/a;unknown;unknown;Kosovar Albanian civilians;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"UN Report S/2000/634; BBC a , ""NATO troops disperse Serbs protesting against return of ethnic Albanians,"" 29 April 2000; Reuters, ""NATO repulses Kosovo Serbs in tense town-witnesses,"" 29 April 2000; BBC b, ""Kosovo Serb official warns of further clashes in divided town,"" 1 May 2000";UN Report;2000-04-29;2000-04-29;1;night;Mikronaselje/ Kodra e Minatoreve, North Mitrovica;Mikronaselje/ Kodra e Minatoreve, North Mitrovica;20,859649;42,8956005;3: neighbourhood ;0;0;0;0;0;0;0;;;8;3;6;0;0;several Serbs injured;
MIT00050201_00;Mitrovica;Kosovo;347;attack;n/a;others (motor vehicle);unknown;unknown;n/a;unknown;unknown;KFOR soldiers;French;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"M2 Presswire, ""KFOR Press Update.,"" 3 May 2000";unknown;2000-05-02;2000-05-02;1;10:25 p.m.;KFOR vehicle checkpoint in North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;2;1;1;0;0;;
MIT00050601_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (gun);criminals;Serb;n/a;4 men;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BCC Monitoring, ""Serbs and Albanians clash near Mitrovica,"" 8 May 2000";unknown;2000-05-06;2000-05-06;1;unknown;Mother Theresa Association, Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;1;0;1;0;0;"perpetrators: Dragan Filopovic, Zivko Dimic, Dejan Jeftic and Borislav Bozovic; 1 of the victims: Vlora Behramini";
MIT00051401_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 17.05.2000;unknown;2000-05-14;2000-05-17;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT00060701_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;OSCE officials;unknown;n/a;1 male, 1 woman;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore/Kosova Sot: 10.6.2000;unknown;2000-06-07;2000-06-10;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;2;0;2;0;0;victims: Cecilia Piazze and her driver Abdullah Kurshumliu;
MIT00062101_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;blunt instrument (stones);civilians;Serb;n/a;unknown;unknown;KFOR soldiers, U.N. police officers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"M2 Presswire, ""KFOR Press Update,"" 22 June 2000";unknown;2000-06-21;2000-06-21;1;afternoon;UNMIK police station, North Mitrovica;;20,863013;42,8978422;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;3;2;0;1;0;1 injured woman working with an International Humanitarian Organization;
MIT00062201_00;Mitrovica;Kosovo;347;attack;n/a;unknown;"""rebels""";Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, """"Serb rebels"" said to be evicting Kosovo Albanian families from north Mitrovica,"" 23 June 2000";unknown;2000-06-22;2000-06-22;1;evening;North Mitrovica ;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;2;0;2;0;0;at least 2 people injured;
MIT00070901_00;Mitrovica;Kosovo;347;attack;n/a;explosives (rocket);unknown;unknown;n/a;unknown;unknown;civilians;Roma;n/a;3 men;8, 10, 20;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;"UN Report S/2000/878; M2 Presswire, ""KFOR Press Update,"" 10 July 2000";UN Report;2000-07-09;2000-07-09;1;night;Roma village in North Mitrovica ;;20,865366;42,901347;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;3;0;3;0;0;"differing number; 3-4 injured";
MIT00071401_00;Mitrovica;Kosovo;347;attack;n/a;gunfire;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;Koha Ditore: 16.07.2000;Council for the Defence of Human Rights and Freedoms in Mitrovica;2000-07-14;2000-07-14;1;night;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00071701_00;Mitrovica;Kosovo;347;clash;n/a;others (tear gas), without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;KFOR soldiers, U.N. police officers;French and others;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (reactions to arrest) suggest a conflict-related event/clearly visible post-conflict tensions, but situation is unclear. Thus, the event is coded CR3. ;"M2 Presswire, ""KFOR Daily Press Release,"" 18 July 2000; Agence France-Presse, ""Ksovo Serb whose arrest triggered riot freed on bail,"" 20 Julz 2000";unknown;2000-07-17;2000-07-17;1;09:00 p.m.;courthose, North Mitrovica (near prison and police station);;20,863013;42,8978422;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;6;4;2;0;0;"2 UNMIK police officer wounded; 1 officer was kidnapped and held for two hours; unclear if injured";
MIT00071801_00;Mitrovica ;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Zëri: 19.07.2000;unknown;2000-07-18;2000-07-18;1;05:00 p.m.;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00071801_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Unclear motive, but the circumstances strongly suggest a conflict-related event. Source is potentially biased. Thus, the event is coded as CR2.;Dita/Kosova Sot: 19.07.2000;unknown;2000-07-18;2000-07-18;1;evening;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;5;4;1;0;0;"differing numbers; 4-9 Serbs and 1-2 UNMIK police officers wounded";
MIT00071901_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Unclear motive (robbery?), but the circumstances strongly suggest a conflict-related event. Thus, the event is coded as CR2.;"Pakistan Press International, ""UN calls for calm in Kosovo town,"" 20 July 2000";unknown;2000-07-19;2000-07-19;1;unknown;"North Mitrovica; apartment of two UN police officers ";;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT00072301_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Albanian;n/a;2 men;unknown;civilians;Serb;n/a;1 man;elderly;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"M2 Presswire, ""KFOR Daily Press Release,"" 24 July 2000";unknown;2000-07-23;2000-07-23;1;morning;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT00072401_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);"""Bridge Watchers""";Serb;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;Bota Sot: 27.07.2000;Lieutenant Augustini with KFOR Press center in Mitrovica;2000-07-24;2000-07-27;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT00073001_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Kosova Sot: 31.07.2000;unknown;2000-07-30;2000-07-30;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT00091401_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);civilians;Serb;n/a;unknown;unknown;politican;Serb;n/a;1 men;56;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown (very likely intra-group conflict). Thus, the event is coded at level 2.;"Washington Post, ""Yugoslav Vote Pits Serb vs. Serb; Popular Opposition Candidate Pelted by Milosevic Backers,"" 15 September 2000";unknown;2000-09-14;2000-09-14;1;unknown;outdoor podium, North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;name of injured: Vojislav Kostunica;
MIT00092301_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;Zëri: 26.09.2000;Council for the Defence of Human Rights and Freedoms in Mitrovica;2000-09-23;2000-09-26;0;unknown;Mikronaselje/ Kodra e Minatoreve, North Mitrovica;Mikronaselje/ Kodra e Minatoreve, North Mitrovica;20,859649;42,8956005;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00092901_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;UNMIK Regional Administrator;American;n/a;1 man;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/perpetrator) suggest a conflict-related event, but the situation is unclear. Source is potentially biased/no other sources were found to verify this event happened. Thus, event is coded as CR3.;Bota Sot: 29.09.2000;Bota Sot sources;2000-09-29;2000-09-29;1;night;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;"unclear whether injuries were sustained; victim: William L. Nash";
MIT00100301_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);civilians;Serb;n/a;unknown;unknown;KPS police officers;Serb;n/a;unknown;unknown;interpreters;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore: 06.10.2000;Doub Ebestad, UNMIK Police spokesman;2000-10-03;2000-10-06;0;unknown;near Main Bridge, North Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00111101_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;blunt instrument (stones);civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2000/1246;UN Report;2000-11-11;2000-11-11;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00111501_00;Mitrovica;Kosovo;347;clash;n/a;gunfire, explosvies;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore/Zëri: 18.11.2000;unknown;2000-11-15;2000-11-18;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00120501_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Serb;n/a;unknown;unknown;UNMIK police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 08.12.2000;unknown;2000-12-05;2000-12-08;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT00120801_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Kosova Sot: 11.12.2000;unknown;2000-12-08;2000-12-11;0;unknown;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT01010401_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Albanian;n/a;unknown;teenagers;civilians;Serb;n/a;unknown;unknown;KFOR soldiers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"M2 Presswire, ""KFOR Daily News Release,"" 5 January 2001";unknown;2001-01-04;2001-01-04;1;afternoon;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT01012101_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;1 couple;elderly;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore: 24.01.2001;unknown;2001-01-21;2001-01-24;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT01012501_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;OSCE officials;unknown;n/a;1 woman, 1 man;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Unclear motive, but the circumstances strongly suggest a conflict-related event. Source is potentially biased. Thus, the event is coded as CR2.;Rilindja/Koha Ditore: 26.01.2001;unknown;2001-01-25;2001-01-25;1;night;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT01012701_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"UN Report S/2001/205; Koha Ditore/Bota Sot: 29.01.2001";UN Report;2001-01-27;2001-01-27;1;unknown;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT01012901_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);unknown;unknown;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) suggest a conflict-related event, but the situation is unclear. Perpetrators are also unknown. Thus, event is coded as CR3. ;"M2 Presswire, ""KFOR Daily News Relase,"" 30 January 2001";unknown;2001-01-29;2001-01-29;1;afternoon;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;1;0;1;0;0;;
